GO.ID	Significant	test
GO:0030182	148	0.01139
GO:0008356	17	0.01144
GO:0002252	17	0.01144
GO:0048731	285	0.01157
GO:2000113	53	0.01176
GO:0001708	16	0.01180
GO:0016441	11	0.01182
GO:0010638	29	0.01182
GO:0051961	21	0.01196
GO:0007399	196	0.01213
GO:0070201	12	0.01220
GO:0010557	73	0.01224
GO:0019827	26	0.01234
GO:0098727	26	0.01234
GO:1903047	42	0.01262
GO:0035218	22	0.01266
GO:0048645	15	0.01304
GO:0007478	19	0.01378
GO:0099177	22	0.01385
GO:0050804	22	0.01385
GO:0007266	15	0.01396
GO:0000209	14	0.01412
GO:0048513	211	0.01419
GO:0030334	12	0.01428
GO:0016325	7	0.01435
GO:0007097	7	0.01435
GO:0051054	7	0.01435
GO:1903829	7	0.01435
GO:0051453	7	0.01435
GO:0045595	62	0.01438
GO:0045892	47	0.01439
GO:0046785	6	0.01450
GO:0048017	6	0.01450
GO:0050777	6	0.01450
GO:0030111	24	0.01480
GO:0061919	25	0.01514
GO:0048534	16	0.01516
GO:1903507	48	0.01518
GO:1902679	48	0.01518
GO:0060341	22	0.01528
GO:0032956	23	0.01546
GO:0007314	15	0.01571
GO:0010001	10	0.01604
GO:0016482	13	0.01648
GO:2000145	12	0.01662
GO:0033036	119	0.01663
GO:0001700	38	0.01675
GO:1905269	8	0.01677
GO:0045793	8	0.01677
GO:0048699	156	0.01682
GO:0002520	16	0.01710
GO:0048863	16	0.01710
GO:0051234	220	0.01718
GO:0033365	28	0.01722
GO:0042326	18	0.01746
GO:0034655	24	0.01770
GO:0033044	21	0.01792
GO:0044087	58	0.01805
GO:0071363	21	0.01816
GO:0070828	12	0.01822
GO:0043406	7	0.01823
GO:0030641	7	0.01823
GO:0030509	9	0.01825
GO:0030178	9	0.01825
GO:0099003	19	0.01830
GO:0045786	17	0.01832
GO:0035222	17	0.01847
GO:0009886	96	0.01854
GO:0007274	13	0.01892
GO:0072002	10	0.01903
GO:0045137	10	0.01903
GO:0008406	10	0.01903
GO:2001252	10	0.01903
GO:0046621	6	0.01911
GO:0061013	6	0.01911
GO:0035011	6	0.01911
GO:0051170	12	0.01925
GO:0060538	11	0.01932
GO:0030855	78	0.01948
GO:0008358	15	0.02010
GO:1902275	15	0.02010
GO:0035282	46	0.02011
GO:0007300	8	0.02055
GO:0072499	8	0.02055
GO:1902531	77	0.02062
GO:0007613	23	0.02077
GO:0016236	14	0.02092
GO:0032970	23	0.02107
GO:0051129	25	0.02134
GO:0055123	21	0.02138
GO:0007447	21	0.02138
GO:0048565	21	0.02138
GO:0048584	79	0.02140
GO:0051124	29	0.02150
GO:0099504	18	0.02151
GO:0048518	222	0.02171
GO:0071773	9	0.02185
GO:0035264	9	0.02185
GO:0043900	19	0.02239
GO:0098722	11	0.02246
GO:0006810	215	0.02266
GO:0006885	7	0.02280
GO:0051489	7	0.02280
GO:0006914	24	0.02292
GO:0048599	28	0.02318
GO:0031399	63	0.02321
GO:0045926	25	0.02332
GO:0070848	21	0.02343
GO:0061025	14	0.02366
GO:0110053	20	0.02366
GO:0060322	21	0.02374
GO:0071310	53	0.02386
GO:0001933	17	0.02395
GO:0038127	18	0.02399
GO:0007173	18	0.02399
GO:0009792	41	0.02411
GO:0043069	21	0.02456
GO:0034504	13	0.02460
GO:0010632	6	0.02463
GO:0048138	6	0.02463
GO:0030335	6	0.02463
GO:0007179	6	0.02463
GO:0050772	6	0.02463
GO:0110110	6	0.02463
GO:0110111	6	0.02463
GO:1903305	5	0.02527
GO:0030856	5	0.02527
GO:0018107	5	0.02527
GO:0050921	5	0.02527
GO:0010977	5	0.02527
GO:0045792	5	0.02527
GO:1901879	5	0.02527
GO:0061448	5	0.02527
GO:0046528	5	0.02527
GO:0046529	5	0.02527
GO:0090087	12	0.02540
GO:0008202	12	0.02540
GO:0031330	9	0.02593
GO:0034249	9	0.02593
GO:0071772	9	0.02593
GO:0050773	9	0.02593
GO:0007409	72	0.02609
GO:0010721	14	0.02666
GO:0051093	38	0.02667
GO:0016050	19	0.02715
GO:0061061	42	0.02756
GO:0030154	259	0.02788
GO:0090090	7	0.02810
GO:0035010	7	0.02810
GO:0048666	121	0.02899
GO:0009896	18	0.02901
GO:0031328	75	0.02942
GO:0010468	194	0.02972
GO:0006401	16	0.02980
GO:0006606	11	0.02985
GO:1903827	11	0.02985
GO:0032386	11	0.02985
GO:0120032	8	0.02987
GO:0060491	8	0.02987
GO:0035330	15	0.03011
GO:0032989	130	0.03019
GO:0022008	167	0.03023
GO:0010941	48	0.03030
GO:0045861	10	0.03043
GO:0009895	9	0.03052
GO:2000147	6	0.03112
GO:0071560	6	0.03112
GO:0071559	6	0.03112
GO:0046580	6	0.03112
GO:0006650	13	0.03144
GO:0040029	27	0.03158
GO:1903311	15	0.03163
GO:0048468	224	0.03185
GO:0007562	5	0.03326
GO:0007390	5	0.03326
GO:0060966	5	0.03326
GO:0048072	5	0.03326
GO:0003014	5	0.03326
GO:0060070	22	0.03326
GO:0009967	65	0.03369
GO:0043410	11	0.03413
GO:0043409	7	0.03418
GO:0017157	7	0.03418
GO:0048167	7	0.03418
GO:0045935	70	0.03447
GO:0007423	101	0.03490
GO:0051146	18	0.03500
GO:0007034	10	0.03512
GO:0031347	13	0.03534
GO:0031400	21	0.03538
GO:0040014	8	0.03547
GO:0045214	8	0.03547
GO:0043624	8	0.03547
GO:0061333	8	0.03547
GO:0002064	67	0.03640
GO:0031331	16	0.03647
GO:0060562	96	0.03661
GO:0007568	22	0.03673
GO:0007308	24	0.03792
GO:0061572	11	0.03841
GO:0010629	70	0.03851
GO:0043244	6	0.03863
GO:0051058	6	0.03863
GO:0007354	6	0.03863
GO:1902875	6	0.03863
GO:0035069	6	0.03863
GO:0042335	20	0.03933
GO:0010647	68	0.03951
GO:0023056	68	0.03951
GO:0048546	14	0.03964
GO:0016079	10	0.04028
GO:0008104	90	0.04056
GO:0006892	7	0.04107
GO:0051647	7	0.04107
GO:0051493	33	0.04112
GO:0046532	9	0.04134
GO:0032984	14	0.04149
GO:0017148	8	0.04174
GO:0032506	8	0.04174
GO:0030952	8	0.04174
GO:0045747	8	0.04174
GO:0018108	12	0.04180
GO:0006959	12	0.04180
GO:0006325	49	0.04182
GO:0001736	28	0.04213
GO:0010927	19	0.04236
GO:0051336	46	0.04237
GO:0009891	75	0.04252
GO:1903313	5	0.04265
GO:0048132	5	0.04265
GO:0035162	5	0.04265
GO:0072583	5	0.04265
GO:0031345	5	0.04265
GO:0009790	104	0.04366
GO:0010563	19	0.04405
GO:0045936	19	0.04405
GO:0030097	13	0.04414
GO:0046486	16	0.04416
GO:0007626	26	0.04504
GO:0009887	156	0.04512
GO:0045927	24	0.04512
GO:0045995	19	0.04538
GO:0009994	30	0.04551
GO:0046488	10	0.04595
GO:1902850	14	0.04597
GO:0007269	14	0.04597
GO:0007528	33	0.04613
GO:0051128	139	0.04718
GO:0046666	6	0.04720
GO:0046329	6	0.04720
GO:0070303	6	0.04720
GO:0032873	6	0.04720
GO:0071684	6	0.04720
GO:0090630	6	0.04720
GO:0030537	9	0.04762
GO:0035194	9	0.04762
GO:0007164	28	0.04787
GO:0019222	265	0.04790
GO:0008039	8	0.04870
GO:0006582	8	0.04870
GO:0007494	8	0.04870
GO:0045665	7	0.04880
GO:0030951	7	0.04880
GO:0010212	7	0.04880
GO:0035006	7	0.04880
GO:0002376	56	0.04889
GO:0006402	13	0.04907
